,Date,weighted_market
1654,Mar 23  2015,88534.75
1655,Mar 22  2015,81983.5
1656,Mar 21  2015,80286.5
1657,Mar 20  2015,92749.25
1658,Mar 19  2015,88990.5
1659,Mar 18  2015,75991.0
1660,Mar 17  2015,77352.75
1661,Mar 16  2015,85268.75
1662,Mar 15  2015,83823.5
1663,Mar 14  2015,77376.25
1664,Mar 13  2015,84491.25
1665,Mar 12  2015,92561.5
1666,Mar 11  2015,87800.75
1667,Mar 10  2015,82628.75
1668,Mar 09  2015,86432.5
1669,Mar 08  2015,82302.25
1670,Mar 07  2015,55211.75
1671,Mar 06  2015,84211.0
1672,Mar 05  2015,86813.25
1673,Mar 04  2015,77117.25
1674,Mar 03  2015,79737.25
1675,Mar 02  2015,70944.0
1676,Mar 01  2015,69694.25
1677,Feb 28  2015,65122.25
1678,Feb 27  2015,65020.5
1679,Feb 26  2015,48708.0
1680,Feb 25  2015,63597.25
1681,Feb 24  2015,58375.5
1682,Feb 23  2015,61391.75
1683,Feb 22  2015,60724.75
1684,Feb 21  2015,62829.5
1685,Feb 20  2015,62779.5
1686,Feb 19  2015,61595.25
1687,Feb 18  2015,44248.0
1688,Feb 17  2015,37558.25
1689,Feb 16  2015,71988.5
1690,Feb 15  2015,30043.75
1691,Feb 14  2015,59006.5
1692,Feb 13  2015,69254.25
1693,Feb 12  2015,65497.5
1694,Feb 11  2015,64726.25
1695,Feb 10  2015,65035.25
1696,Feb 09  2015,67795.0
1697,Feb 08  2015,60272.5
1698,Feb 07  2015,70595.25
1699,Feb 06  2015,68532.0
1700,Feb 05  2015,66796.25
1701,Feb 04  2015,72709.0
1702,Feb 03  2015,71495.75
1703,Feb 02  2015,72000.5
1704,Feb 01  2015,71445.0
1705,Jan 31  2015,69848.25
1706,Jan 30  2015,72701.25
1707,Jan 29  2015,74973.75
1708,Jan 28  2015,64117.0
1709,Jan 27  2015,84528.25
1710,Jan 26  2015,87697.5
1711,Jan 25  2015,86306.5
1712,Jan 24  2015,78861.25
1713,Jan 23  2015,66649.75
1714,Jan 22  2015,68878.75
1715,Jan 21  2015,71447.0
1716,Jan 20  2015,74470.25
1717,Jan 19  2015,66311.0
1718,Jan 18  2015,44318.75
1719,Jan 17  2015,42391.75
1720,Jan 16  2015,57338.75
1721,Jan 15  2015,68576.25
1722,Jan 14  2015,49685.5
1723,Jan 13  2015,49166.25
1724,Jan 12  2015,38472.75
1725,Jan 11  2015,46329.0
1726,Jan 10  2015,52741.75
1727,Jan 09  2015,51265.25
1728,Jan 08  2015,50784.0
1729,Jan 07  2015,65864.5
1730,Jan 06  2015,84261.5
1731,Jan 05  2015,59729.25
1732,Jan 04  2015,60872.5
1733,Jan 03  2015,72353.75
1734,Jan 02  2015,50404.5
1735,Jan 01  2015,48304.75
1736,Dec 31  2014,49975.0
1737,Dec 30  2014,59623.25
1738,Dec 29  2014,63984.75
1739,Dec 28  2014,70673.0
1740,Dec 27  2014,57624.5
1741,Dec 26  2014,75461.5
1742,Dec 25  2014,83819.5
1743,Dec 24  2014,82383.75
1744,Dec 23  2014,87064.25
1745,Dec 22  2014,76942.25
1746,Dec 21  2014,86107.75
1747,Dec 20  2014,108087.25
1748,Dec 19  2014,97171.25
1749,Dec 18  2014,108777.75
1750,Dec 17  2014,112112.0
1751,Dec 16  2014,86165.25
1752,Dec 15  2014,127774.75
1753,Dec 14  2014,114919.25
1754,Dec 13  2014,123362.25
1755,Dec 12  2014,112287.25
1756,Dec 11  2014,111920.75
1757,Dec 10  2014,110587.75
1758,Dec 09  2014,112452.5
1759,Dec 08  2014,115534.75
1760,Dec 07  2014,95698.25
1761,Dec 06  2014,102814.25
1762,Dec 05  2014,115390.25
1763,Dec 04  2014,94658.75
1764,Dec 03  2014,95676.25
1765,Dec 01  2014,96891.25
1766,Nov 30  2014,96382.25
1767,Nov 29  2014,95724.75
1768,Oct 02  2014,70794.5
1769,Oct 01  2014,71913.75
1770,Sep 30  2014,60857.0
1771,Sep 29  2014,56689.0
1772,Sep 28  2014,60501.5
1773,Sep 27  2014,67350.5
1774,Sep 26  2014,69184.0
1775,Sep 25  2014,67299.75
1776,Sep 24  2014,69253.5
1777,Sep 23  2014,64184.75
1778,Sep 22  2014,69040.0
1779,Sep 21  2014,63700.0
1780,Sep 20  2014,51475.75
1781,Sep 19  2014,61762.25
1782,Sep 18  2014,77019.0
1783,Sep 17  2014,77632.5
1784,Sep 16  2014,64575.0
1785,Sep 15  2014,52050.0
1786,Sep 14  2014,45717.0
1787,Sep 13  2014,49796.75
1788,Sep 12  2014,42098.75
1789,Sep 11  2014,50294.0
1790,Sep 10  2014,51087.5
1791,Sep 09  2014,45048.0
1792,Sep 08  2014,44570.0
1793,Sep 07  2014,60548.75
1794,Sep 06  2014,30313.25
1795,Sep 05  2014,29555.5
1796,Sep 04  2014,24492.25
1797,Sep 03  2014,20006.5
1798,Sep 02  2014,19104.25
1799,Sep 01  2014,22149.75
1800,Aug 31  2014,13740.75
1801,Aug 30  2014,11728.25
1802,Aug 29  2014,10492.25
1803,Aug 28  2014,10350.75
1804,Aug 27  2014,11505.25
1805,Aug 26  2014,9595.5
1806,Aug 25  2014,9425.25
1807,Aug 24  2014,6356.0
1808,Aug 23  2014,8408.25
1809,Aug 22  2014,7520.75
1810,Aug 21  2014,7050.0
1811,Aug 20  2014,6018.0
1812,Aug 19  2014,3640.75
1813,Aug 18  2014,4558.75
1814,Aug 17  2014,4673.75
1815,Aug 16  2014,5329.0
1816,Aug 15  2014,5096.25
1817,Aug 14  2014,5694.25
1818,Aug 13  2014,6015.5
1819,Aug 12  2014,9901.25
1820,Aug 11  2014,7207.25
1821,Aug 10  2014,11086.5
1822,Aug 09  2014,9507.25
1823,Aug 08  2014,9633.0
1824,Aug 07  2014,8468.25
1825,Aug 06  2014,6506.75
1826,Aug 05  2014,6588.75
1827,Aug 04  2014,7730.75
1828,Aug 03  2014,6529.25
1829,Aug 02  2014,7001.0
1830,Aug 01  2014,6174.5
1831,Jul 31  2014,7330.75
1832,Jul 30  2014,5675.0
1833,Jul 29  2014,5849.5
1834,Jul 28  2014,5932.25
1835,Jul 27  2014,8094.25
1836,Jul 26  2014,5587.75
1837,Jul 25  2014,6013.25
1838,Jul 24  2014,8653.25
1839,Jul 23  2014,6893.5
1840,Jul 22  2014,7772.25
1841,Jul 21  2014,8091.75
1842,Jul 20  2014,10220.25
1843,Jul 19  2014,14618.5
1844,Jul 18  2014,16904.75
1845,Jul 17  2014,17531.0
1846,Jul 16  2014,22367.5
1847,Jul 15  2014,18110.5
1848,Jul 14  2014,13940.0
1849,Jul 13  2014,15668.25
1850,Jul 12  2014,12362.0
1851,Jul 11  2014,11854.5
1852,Jul 10  2014,13882.5
1853,Jul 09  2014,10933.0
1854,Jul 08  2014,10391.5
1855,Jul 07  2014,10925.75
1856,Jul 06  2014,11926.0
1857,Jul 05  2014,10261.25
1858,Jul 04  2014,10252.75
1859,Jul 03  2014,9838.75
1860,Jul 02  2014,8955.0
1861,Jul 01  2014,9608.0
1862,Jun 30  2014,14315.5
1863,Jun 29  2014,11682.0
1864,Jun 28  2014,11935.5
1865,Jun 27  2014,12099.0
1866,Jun 26  2014,13589.25
1867,Jun 25  2014,13170.0
1868,Jun 24  2014,11816.25
1869,Jun 23  2014,12627.0
1870,Jun 22  2014,12807.0
1871,Jun 21  2014,11480.0
1872,Jun 19  2014,12928.75
1873,Jun 18  2014,10258.75
1874,Jun 17  2014,14513.5
1875,Jun 16  2014,15236.25
1876,Jun 15  2014,16712.0
1877,Jun 14  2014,15055.0
1878,Jun 13  2014,13120.25
1879,Jun 12  2014,13433.5
1880,Jun 11  2014,13712.25
1881,Jun 10  2014,13228.0
1882,Jun 09  2014,13886.5
1883,Jun 08  2014,13951.5
1884,Jun 07  2014,14742.25
1885,Jun 06  2014,15052.5
1886,Jun 05  2014,14084.75
1887,Jun 04  2014,19412.75
1888,Jun 03  2014,20119.0
1889,Jun 02  2014,23935.25
1890,Jun 01  2014,23287.0
1891,May 31  2014,17419.25
1892,May 30  2014,22315.75
1893,May 29  2014,23446.25
1894,May 28  2014,20041.75
1895,May 27  2014,22787.0
1896,May 26  2014,26909.75
1897,May 25  2014,27116.0
1898,May 24  2014,21605.75
1899,May 23  2014,17907.25
1900,May 22  2014,22929.75
1901,May 21  2014,25263.0
1902,May 20  2014,27340.0
1903,May 19  2014,21305.0
1904,May 18  2014,24318.5
1905,May 17  2014,24518.5
1906,May 16  2014,22856.75
1907,May 15  2014,30326.25
1908,May 14  2014,27924.5
1909,May 13  2014,36631.75
1910,May 12  2014,37757.25
1911,May 11  2014,44205.75
1912,May 10  2014,46496.5
1913,May 09  2014,58492.5
1914,May 08  2014,69183.5
1915,May 07  2014,29814.75
1916,May 06  2014,30627.0
1917,May 05  2014,24109.25
1918,May 04  2014,29949.5
1919,May 03  2014,27993.75
1920,May 02  2014,36488.0
1921,May 01  2014,37145.75
1922,Apr 30  2014,41811.0
1923,Apr 29  2014,39034.0
1924,Apr 28  2014,33621.0
1925,Apr 27  2014,44485.25
1926,Apr 26  2014,45790.0
1927,Apr 25  2014,49163.5
1928,Apr 24  2014,62978.75
1929,Apr 23  2014,83367.5
1930,Apr 22  2014,84244.25
1931,Apr 21  2014,111991.25
1932,Apr 20  2014,182420.0
1933,Apr 19  2014,169451.0
1934,Apr 18  2014,154417.75
1935,Apr 17  2014,213395.5
1936,Apr 16  2014,185179.0
1937,Apr 15  2014,96814.25
1938,Apr 14  2014,244674.75
1939,Apr 13  2014,301494.5
1940,Apr 12  2014,157555.0
1941,Apr 11  2014,98819.75
1942,Apr 10  2014,70283.0
1943,Apr 09  2014,126792.5
1944,Apr 08  2014,79251.0
1945,Apr 07  2014,42267.25
1946,Apr 06  2014,35977.25
1947,Apr 05  2014,33582.75
1948,Apr 04  2014,27956.75
1949,Apr 03  2014,27262.25
1950,Apr 02  2014,23112.5
1951,Apr 01  2014,48497.75
1952,Mar 31  2014,28648.25
1953,Mar 30  2014,40703.0
1954,Mar 29  2014,24486.75
1955,Mar 28  2014,18651.0
1956,Mar 27  2014,12735.0
1957,Mar 26  2014,51222.0
1958,Mar 25  2014,51671.75
1959,Mar 24  2014,60676.25
1960,Mar 23  2014,51496.75
1961,Mar 22  2014,56504.0
